ticker,symbol,yearReport,lengthReport,A1,A2,A3,B1,B2,B3,C1,C2,C3,D1,D2,D3
HPG,HPG,2025,4,1.1005575848549367,0.539120032728086,0.0881117646771918,0.4912406702935762,0.9655659200924009,-4.720208486869119,0.7520915932830604,0.3262418926034877,0.3456115244049469,0.08420627449618798,0.022629570995730645,0.015075705227778022
HPG,HPG,2025,3,1.1474534955714089,0.598224134271237,0.10933387335122022,0.48200301064185574,0.9305131507407234,-6.698530884080548,0.663813530598954,0.37704391250436214,0.3476934116236278,0.11020425817116093,0.022100490300709784,0.016298616827742432
HPG,HPG,2025,2,1.129431691463935,0.563636202807872,0.12366469045032218,0.4948508953695783,0.9796135256571864,-12.323708629340345,0.5996040649291168,0.3434905970476716,0.549906315357336,0.11875417596513899,0.022340826111008096,0.017605665658021973
HPG,HPG,2025,1,1.1502702900890622,0.5459392221137147,0.09649648449206115,0.4844181575884457,0.9395562794117316,-7.123789743643034,0.6892492587643886,0.28855848528843697,0.43828624939544675,0.08903924282566039,0.019517428647063757,0.014636818036858644
HPG,HPG,2024,4,1.1521966897511464,0.5381436129068747,0.09156030397668659,0.4892974861391774,0.9580870915245219,-6.843055940007479,0.6521883222449866,0.22173332705855775,0.5115203583451389,0.08145880800359417,0.017146303973051526,0.012515470512942791
HPG,HPG,2024,3,1.1717031206508428,0.5849846363668837,0.1232115756940846,0.4712094681268979,0.8911079902617803,-7.4983602461513135,0.7219507708682718,0.2691977253200671,0.49588811268911615,0.08898718408607886,0.018627030770180443,0.01429454679404702
HPG,HPG,2024,2,1.1484079641295708,0.5983908548689943,0.17718311250780755,0.4739990854447313,0.9011373789064517,-7.617617948976131,0.8480658343025128,0.2627396764949986,0.564928343767395,0.08392192978994313,0.020799473265497345,0.01606693531021905
HPG,HPG,2024,1,1.1855647086563637,0.6453564169146352,0.15670388044605815,0.4769512597272134,0.9118677151931733,-6.130770824018701,0.62311913018676,0.3923562559370949,0.43444220459358457,0.09299718531876232,0.019296969359593498,0.014208078628034266
HPG,HPG,2023,4,1.1566550005218463,0.6724335419073115,0.17153967262130618,0.45236445444083123,0.8260319442539836,-5.760670877569777,0.8638060857589112,0.31125515231611595,0.47745672899610175,0.08634794168717531,0.02180986338347464,0.015810682114958848
HPG,HPG,2023,3,1.2240499709403088,0.6969296352302325,0.15123368780788038,0.4244313974008471,0.7374123527311942,-3.5400531726675215,0.7364250213001345,0.439055797052096,0.39136010488220563,0.07022738794851188,0.01746447180607769,0.011529004303114682
HPG,HPG,2023,2,1.2361362052113791,0.7664391943856796,0.19295224378212994,0.4447432668921258,0.8009687057783447,-2.654619486173647,0.8152698743795395,0.4847597793399992,0.4278939914469636,0.04908482579791136,0.015492524189000004,0.008214920290332882
HPG,HPG,2023,1,1.2579342868317436,0.7484265340705193,0.11588511137630067,0.4502095728023664,0.8188748849214306,-1.5376402486248648,0.7201146579346339,0.5201501776613942,0.38013557155558214,0.014413222972676712,0.008674782949337715,0.0021847821809052965
HPG,HPG,2022,4,1.2906019699206819,0.7179153820797293,0.13343811019387622,0.4357434157478073,0.7722433869784551,1.2286425687455456,0.7476355176554612,0.38306250378997797,0.3646007171097921,-0.07739441090077517,-0.00672728696268723,-0.011734295248133927
HPG,HPG,2022,3,1.335597343768992,0.7182058416144416,0.16381425455240908,0.4664159102141929,0.8741188486362532,0.5536685440052476,0.7392399127136892,0.3520917007804146,0.4754752062959243,-0.05236165461984785,-0.002520358449426193,-0.009715221567685811
HPG,HPG,2022,2,1.2842132128057957,0.6612671192709227,0.21711666871808538,0.5184721695563052,1.0767231648450488,-7.104863526340192,0.5295651703120423,0.38270305522307,0.5341474489801973,0.10749205037066051,0.02456277608800552,0.01938621083569864
HPG,HPG,2022,1,1.3863772751999108,0.8311706019976667,0.2630868654560808,0.4675303888666511,0.8780414489223598,-15.94657782443926,0.8440316651554554,0.27527613992805217,0.6274794884765441,0.1862613608806141,0.05121971917916813,0.04415635191955485
HPG,HPG,2021,4,1.2817218619170545,0.7049398445509847,0.3059023255801481,0.4906742166993905,0.9633798892324863,-13.769288198309834,0.8289665219200025,0.17137344908777044,0.6453549112591483,0.16594226971469334,0.04863139057824138,0.04162683944502269
HPG,HPG,2021,3,1.3328363120148834,0.6929055401927288,0.18579582082866644,0.517154700467161,1.0710567151995,-17.26222413484324,0.5819761351481448,0.28071193202349864,0.5674221973067654,0.2676446720589914,0.0667295321440156,0.05926849601651692
HPG,HPG,2021,2,1.1888374376780872,0.613829072732423,0.21121514303556654,0.5370450406449588,1.1600373422786858,-18.258826915589562,0.5930031511901436,0.22626633060941473,0.5188491039671737,0.2774945294151237,0.06851368334607286,0.06097993355881512
HPG,HPG,2021,1,1.2415164315590244,0.7007954370299692,0.2721848410087247,0.5235251192249863,1.098746524420013,-13.372698517192626,0.8256510195803932,0.27856018151625617,0.46124786794301587,0.22470369837133905,0.059804464118379475,0.050406134997484184
HPG,HPG,2020,4,1.0928348481126609,0.585413001341306,0.2501384777093744,0.5496985645956431,1.2207346487848318,-9.051356941949015,0.7397932248898069,0.2375969262602921,0.3931882172782676,0.180801793157369,0.04556470991686741,0.035439666622070716
HPG,HPG,2020,3,1.2046764101557017,0.6183676652216885,0.1565253819799563,0.5319127259877626,1.1363537432420279,-8.899033015378889,0.9256863217060707,0.2361891029168244,0.4710513588353671,0.15333346200610698,0.040968659230463465,0.032221417025730094
HPG,HPG,2020,2,1.162684890499492,0.5410336058136379,0.22316151832743822,0.5332154166830045,1.142315825629776,-6.914936336155134,0.8012443675956397,0.20675677536931353,0.44203188042124636,0.1349297081202054,0.03212855110628586,0.024462526533488026
HPG,HPG,2020,1,1.152428135325533,0.4892049155445678,0.20789923417576842,0.5325936730317767,1.139466118241025,-6.523146555417063,0.7874919916631329,0.2606309729522159,0.4180512062043847,0.1198354691660666,0.029298892322458817,0.021517905009270834
HPG,HPG,2019,4,1.1286736532216626,0.40710539115015165,0.16908500655210043,0.5305287599359284,1.1300559324220243,-9.455852522589502,0.7771613978293842,0.19887701537789865,0.5753245120229684,0.10700080803010614,0.02510272866322419,0.018895367438297075
HPG,HPG,2019,3,1.2443934286738605,0.4691480150691738,0.16212373758609996,0.5274468685547783,1.1161641590262532,-9.126941332377132,0.6519180929654941,0.25545660822855615,1.0000412494146949,0.11893744484545256,0.02490354918593596,0.018413989033015225
HPG,HPG,2019,2,1.3077070760847582,0.6174228779332471,0.2637412828153927,0.5242266061635956,1.101840945615912,-12.513173382881005,0.8163250217922193,0.2636296705759937,1.1311000773439368,0.13113715284767416,0.028974662761915473,0.022038614511582105
HPG,HPG,2019,1,1.2826772819473764,0.7018003032403172,0.2793803969644017,0.5030871175171078,1.01242518608768,-12.722188731681895,0.9714164380272524,0.33343713621826754,1.0583904542188622,0.12099308161036558,0.02773667046356887,0.02131276618818108
HPG,HPG,2018,4,1.0705553006381832,0.4866530566960992,0.10352676348636734,0.48086968064688584,0.9262985857695526,-15.056740349284267,0.8334566433148962,0.2721465795691335,1.1254560923747525,0.1228259672069853,0.027897306197224452,0.022588700431850642
HPG,HPG,2018,3,1.48339354370829,0.7909915967738027,0.1852780680278376,0.44319319267906887,0.7959550545214905,-21.101486597088613,0.7352404733587719,0.3975237029051756,1.0842091227886235,0.16974653667586279,0.04264840500508744,0.03435559750528546
HPG,HPG,2018,2,1.6689948661267315,1.0164515926872424,0.2664965297104668,0.4099899791727028,0.694886467517662,-20.059430509418362,0.8737325802597501,0.43308993372542354,1.0909097755035695,0.15443389691249743,0.04369379096666372,0.0354773045791637
HPG,HPG,2018,1,1.8873231066958094,1.2301840579094192,0.3816338651034378,0.3675645823365718,0.5811891176091338,-23.101732774106136,0.8746995609235863,0.5521550602407919,0.9943227548217517,0.17096852948882008,0.05008421912778942,0.04083134333170195
HPG,HPG,2017,4,1.7859896089585192,1.1427607799383757,0.23026558404632064,0.3889785076110367,0.6366036423534203,-21.36542276196849,0.8020115150943271,0.514343078104765,0.9674977459024551,0.18835519454181257,0.05440594835787919,0.04527481334214782
HPG,HPG,2017,3,1.8606536850443547,1.1761774806561107,0.15737700985689385,0.3765877934992427,0.6040751040359766,-20.002719932927146,0.8612620316105506,0.3671014016847346,0.9996759357668509,0.17068547396127676,0.05417291332479103,0.04427595071744553
